Company,Board of Directors or Executive Management,Position,Approximate Categorization,Special Area,Name,Nationality,Year of Birth,Educational Background,Gender,Remarks
Atlas Copco,Executive Management,"Senior Vice President, Chief Communications Officer",Support Function,Comms and Marketing,Sara Hägg Liljedal,Sweden,1980,Humanities,Female,
Atlas Copco,Executive Management,"Senior Vice President, Chief Legal Officer",Support Function,Legal Affairs,Eva Klasén,Sweden,1975,Law,Female,
Atlas Copco,Executive Management,"Senior Vice President, Chief Information Officer",Support Function,Other: Information Technology,Marcus Hvied,Sweden,1978,Engineering,Male,
Atrium Ljungberg,Board of Directors,Chair of the Board of Directors,Chair,Chair,Johan Ljungberg,Sweden (predicted),1972,"Engineering, Business",Male,
Atrium Ljungberg,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Gunilla Berg,Sweden (predicted),1960,Business,Female,
Atrium Ljungberg,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Simon de Château,Sweden (predicted),1970,Business,Male,
Atrium Ljungberg,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Conny Fogelström,Sweden (predicted),1960,Humanities,Male,
Atrium Ljungberg,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Sara Laurell,Sweden (predicted),1971,Business,Female,
Atrium Ljungberg,Board of Directors,Member of the Board of Directors,Board Member,Board Member,Johan Thorell,Sweden (predicted),1970,Business,Male,
Atrium Ljungberg,Executive Management,CEO,CEO,CEO,Annica Ånäs,Sweden (predicted),1971,"Law, Business",Female,
Atrium Ljungberg,Executive Management,"Business Area Director, Projects",Business Unit Head,Other: Projects,Angela Berg,Sweden (predicted),1975,Engineering,Female,
Atrium Ljungberg,Executive Management,"Business Area Director, Leasing",Business Unit Head,Other: Leasing,Erik Skalin,Sweden (predicted),1975,"Humanities, Business",Male,
Atrium Ljungberg,Executive Management,HR Director,Support Function,Human Resources,Helena Martini,Sweden (predicted),1965,Other: Tourism,Female,
Atrium Ljungberg,Executive Management,"Business Area Director, Business Development",Business Unit Head,Other: Business Development,Linus Kjellberg,Sweden (predicted),1972,Arts,Male,
Atrium Ljungberg,Executive Management,"Business Area Director, Properties",Business Unit Head,Other: Properties,Mattias Celinder,Sweden (predicted),1972,Business,Male,
Autoliv Inc.,Board of Directors,Chairman,Chair,Chair,Jan Carlson,Sweden (predicted),1960,Engineering,Male,
Autoliv Inc.,Board of Directors,"Director, CEO",CEO,CEO,Mikael Bratt,Sweden (predicted),1967,Business,Male,
Autoliv Inc.,Board of Directors,Director,Board Member,Finance,Laurie Brlas,USA (predicted),1957,Business,Female,
Autoliv Inc.,Board of Directors,Director,Board Member,Innovation,Hasse Johansson,Sweden (predicted),1949,Engineering,Male,
Autoliv Inc.,Board of Directors,Director,Board Member,"Chair, Other: Governance",Leif Johansson,Sweden (predicted),1951,Engineering,Male,
Autoliv Inc.,Board of Directors,Director,Board Member,"Other: Technology, Digital",Adriana Karaboutis,USA (predicted),1962,Engineering,Female,
Autoliv Inc.,Board of Directors,Director,Board Member,Other: Business Admin,Franz-Josef Kortüm,Germany (predicted),1950,Business,Male,
Autoliv Inc.,Board of Directors,Director,Board Member,"Other: Engineering, Business",Frédéric Lissalde,France (predicted),1967,"Engineering, Business",Male,
Autoliv Inc.,Board of Directors,Director,Board Member,Innovation,Xiaozhi Liu,China (predicted),1956,Engineering,Female,
Autoliv Inc.,Board of Directors,Director,Board Member,Finance,Gustav Lundgren,Sweden (predicted),1981,Business,Male,
Autoliv Inc.,Board of Directors,Director,Board Member,Business Unit Head,Martin Lundstedt,Sweden (predicted),1967,Engineering,Male,
Autoliv Inc.,Board of Directors,Director,Board Member,"Finance, Audit",Thaddeus Senko,USA (predicted),1956,Business,Male,
Autoliv Inc.,Executive Management,President and CEO,CEO,CEO,Mikael Bratt,Sweden (predicted),1967,Business,Male,
Autoliv Inc.,Executive Management,"Executive Vice President, CFO",Support Function,Finance,Fredrik Westin,Sweden (predicted),N/A,"Business, Engineering",Male,
Autoliv Inc.,Executive Management,"Executive Vice President, Legal",Support Function,Legal Affairs,Anthony Nellis,USA (predicted),N/A,Law,Male,
Autoliv Inc.,Executive Management,"Executive Vice President, HR & Sustainability",Support Function,"Human Resources, Sustainability",Petra Albuschus,Sweden (predicted),N/A,Engineering,Female,
Autoliv Inc.,Executive Management,"Executive Vice President, CTO",Support Function,Innovation,Fabien Dumont,France (predicted),N/A,Engineering,Male,
Autoliv Inc.,Executive Management,"Executive Vice President, Supply Chain",Support Function,Other: Supply Chain,Christian Swahn,Sweden (predicted),N/A,"Engineering, Business",Male,
Autoliv Inc.,Executive Management,"Executive Vice President, Quality",Support Function,Other: Quality Management,Jonas Jademyr,Sweden (predicted),N/A,"Engineering, Business",Male,
Autoliv Inc.,Executive Management,"Executive Vice President, Operations",Support Function,Other: Operations,Staffan Olsson,Sweden (predicted),N/A,Engineering,Male,
Autoliv Inc.,Executive Management,"President, Autoliv Americas (AAM)",Business Unit Head,Country Head,Kevin Fox,USA (predicted),N/A,"Business, Engineering",Male,
Autoliv Inc.,Executive Management,"President, Autoliv Asia (AAS)",Business Unit Head,Country Head,Colin Naughton,Ireland (predicted),N/A,Other: Technology,Male,
Autoliv Inc.,Executive Management,"President, Autoliv China (ACH)",Business Unit Head,Country Head,Sng Yih,Singapore (predicted),N/A,Business,Male,
Autoliv Inc.,Executive Management,"President, Autoliv Europe (AEU)",Business Unit Head,Country Head,Magnus Jarlegren,Sweden (predicted),N/A,Engineering,Male,
Avanza Bank Holding,Board of Directors,Chairman,Chair,Chair,Sven Hagströmer,Sweden (predicted),1943,N/A,Male,
Avanza Bank Holding,Board of Directors,Deputy Chairman,Vice Chair,Business,John Hedberg,Sweden (predicted),1972,Business,Male,
Avanza Bank Holding,Board of Directors,Board Member,Board Member,Innovation,Magnus Dybeck,Sweden (predicted),1977,Engineering,Male,
Avanza Bank Holding,Board of Directors,Board Member,Board Member,Humanities,Julia Haglind,Sweden (predicted),1978,Humanities,Female,
Avanza Bank Holding,Board of Directors,Board Member,Board Member,Finance,Jonas Hagströmer,Sweden (predicted),1982,Business,Male,
Avanza Bank Holding,Board of Directors,Board Member,Board Member,Comms and marketing,Linda Hellström,Sweden (predicted),1974,Business,Female,
Avanza Bank Holding,Board of Directors,Board Member,Board Member,Finance,Johan Roos,Sweden (predicted),1968,Business,Male,
Avanza Bank Holding,Board of Directors,Board Member,Board Member,Finance,Leemon Wu,Sweden (predicted),1975,Business,Male,
Avanza Bank Holding,Board of Directors,Board Member,Board Member,Finance,Lisa Åberg,Sweden (predicted),1970,Business,Female,
Avanza Bank Holding,Executive Management,CEO,CEO,CEO,Gustaf Unger,Sweden (predicted),1973,"Business, Engineering",Male,
Avanza Bank Holding,Executive Management,CFO,Support Function,Finance,Anna Casselblad,Sweden (predicted),1981,Business,Female,
Avanza Bank Holding,Executive Management,"Deputy CEO, COO",Support Function,Other: Operations,Gunnar Olsson,Sweden (predicted),1972,Business,Male,
Avanza Bank Holding,Executive Management,"CEO, Avanza Fonder",Business Unit Head,Country Head,Jesper Bonnivier,Sweden (predicted),1974,Business,Male,
Avanza Bank Holding,Executive Management,CTO,Support Function,Innovation,Fredrik Broman,Sweden (predicted),1971,Engineering,Male,
Avanza Bank Holding,Executive Management,Chief Business Development Officer,Support Function,Other: Business Development,Erik Gjötterberg,Sweden (predicted),1966,Business,Male,
Avanza Bank Holding,Executive Management,"CEO, Avanza Pension",Business Unit Head,Country Head,Åsa Mindus Söderlund,Sweden (predicted),1965,Business,Female,
Avanza Bank Holding,Executive Management,Chief Legal Officer (CLO),Support Function,Legal Affairs,Teresa Schechter,Sweden (predicted),1970,Law,Female,
Avanza Bank Holding,Executive Management,Chief Communications & IR Officer,Support Function,Comms and Marketing,Sofia Svavar,Sweden (predicted),1972,Business,Female,
Avanza Bank Holding,Executive Management,Chief Human Resource Officer (CHRO),Support Function,Human Resources,Karin Åge,Sweden (predicted),1974,Business,Female,
Axfood,Board of Directors,Chairman,Chair,Chair,Thomas Ekman,Sweden (predicted),1969,Business,Male,
Axfood,Board of Directors,Director,Board Member,Business,Fabian Bengtsson,Sweden (predicted),1972,Business,Male,
Axfood,Board of Directors,Director,Board Member,Business,Caroline Berg,Sweden (predicted),1968,Humanities,Female,
Axfood,Board of Directors,Director,Board Member,Business,Mia Brunell Livfors,Sweden (predicted),1965,Business,Female,
Axfood,Board of Directors,Director,Board Member,Finance,Christian Luiga,Sweden (predicted),1968,Business,Male,
Axfood,Board of Directors,Director,Board Member,Business,Peter Ruzicka,Norway (predicted),1964,Business,Male,
Axfood,Board of Directors,Director,Board Member,Other: Technology,Sara Öhrvall,Sweden (predicted),1971,Business,Female,
Beijer Ref,Board of Directors,Chairperson,Chair,Chair,Kate Swann,UK (predicted),1964,Business,Female,
Beijer Ref,Board of Directors,Board Member,Board Member,Business,Joen Magnusson,Sweden (predicted),1951,Business,Male,
Beijer Ref,Board of Directors,Board Member,Board Member,Business,Per Bertland,Sweden (predicted),1957,Business,Male,
Beijer Ref,Board of Directors,Board Member,Board Member,Sustainability,Kerstin Lindvall,Sweden (predicted),1971,Other: Agriculture,Female,
Beijer Ref,Board of Directors,Board Member,Board Member,Legal Affairs,William Striebe,USA (predicted),1950,Law,Male,
Beijer Ref,Board of Directors,Board Member,Board Member,Business,Albert Gustafsson,Sweden (predicted),1977,Business,Male,
Beijer Ref,Board of Directors,Board Member,Board Member,Business,Frida Norrbom Sams,Sweden (predicted),1971,Business,Female,
Beijer Ref,Board of Directors,Board Member,Board Member,Finance,Nathalie Delbreuve,France (predicted),1972,Business,Female,
Beijer Ref,Executive Management,CEO & President,CEO,CEO,Christopher Norbye,Sweden (predicted),1973,Business,Male,
Beijer Ref,Executive Management,CFO & EVP,Support Function,Finance,Joel Davidsson,Sweden (predicted),1982,Business,Male,
Beijer Ref,Executive Management,COO ARW EMEA & EVP,Business Unit Head,Other: Operations,Simon Karlin,Sweden (predicted),1968,Business,Male,
Beijer Ref,Executive Management,COO ARW APAC & EVP,Business Unit Head,Other: Operations,Jonas Steen,Sweden (predicted),1976,"Engineering, Business",Male,
Beijer Ref,Executive Management,"COO & EVP, Toshiba HVAC",Business Unit Head,Other: Operations,Yann Talhouet,France (predicted),1974,Business,Male,
Beijer Ref,Executive Management,EVP HR & Communications,Support Function,Human Resources,Hanna Grasso,Sweden (predicted),1978,Business,Female,
Beijer Ref,Executive Management,EVP M&A,Support Function,Other: M&A,David Ericsson,Sweden (predicted),1986,Business,Male,
Beijer Ref,Executive Management,CIO/CDO & EVP,Support Function,Innovation,Kristian Lexander,Sweden (predicted),1975,Engineering,Male,
Betsson,Board of Directors,"Chair of the Board of Directors, Chair of Remuneration Committee",Chair,Chair,Johan Lundberg,Sweden (predicted),1977,Business,Male,
Betsson,Board of Directors,"CEO & President, Board of Directors Member","CEO, Board of Directors Member",CEO,Ontus Lindwall,Sweden (predicted),1965,Engineering,Male,
Betsson,Board of Directors,"Board Member, Chair of Audit Committee",Board Member,Legal Affairs,Eva de Falck,Sweden (predicted),1960,"Law, Business",Female,
Betsson,Board of Directors,"Board Member, Member of Remuneration Committee",Board Member,Business,Peter Hamberg,Sweden (predicted),1973,Business,Male,
Betsson,Board of Directors,"Board Member, Member of Remuneration Committee",Board Member,Business,Eva Leach,Sweden (predicted),1980,Business,Female,
Betsson,Board of Directors,"Board Member, Member of Audit Committee",Board Member,Finance,Louise Nylén,Sweden (predicted),1976,Business,Female,
Betsson,Board of Directors,Board Member,Board Member,Business,Tristan Sjöberg,Sweden (predicted),1971,Business,Male,
Betsson,Executive Management,"President and CEO, Board of Directors Member",CEO,CEO,Pontus Lindwall,Sweden,1965,Engineering,Male,
Betsson,Executive Management,Vice President Communications and Investor Relations,Support Function,Comms and Marketing,Roland Glasfors,Sweden,1975,Business,Male,
Betsson,Executive Management,Vice President Global Tax,Support Function,Legal Affairs,Amandus Jabin,Sweden,1977,Law,Male,
Betsson,Executive Management,Vice President Legal,Support Function,Legal Affairs,Triin Toomemets-Krasnitski,Estonia,1977,Law,Female,
Betsson,Executive Management,Chief Financial Officer (CFO),Support Function,Finance,Martin Öhman,Sweden,1976,Business,Male,
Better Collective,Board of Directors,Chair of the Board of Directors,Chair,Board of Directors Member,Jens Bager,Denmark,1959,Business,Male,
Better Collective,Board of Directors,Vice Chair,Vice Chair,Board of Directors Member,Therese Hillman,Sweden,1980,Business,Female,
Better Collective,Board of Directors,Board Member,Board Member,Board Member,Britt Boeskov,Denmark,1978,"Other: ""Intercultural Communication and Management""",Female,
Better Collective,Board of Directors,Board Member,Board Member,Board Member,Todd Dunlap,USA,1966,"Engineering, Business",Male,
Better Collective,Board of Directors,"Board Member, Chair of Audit Committee",Board Member,Board Member,Leif Nørgaard,Denmark,1955,Business,Male,
Better Collective,Board of Directors,Board Member,Board Member,Board Member,René Rechtman,Denmark,1970,Humanities,Male,
Better Collective,Board of Directors,"Board Member, Member of Audit Committee",Board Member,Board Member,Petra von Rohr,Sweden,1972,Business,Female,
Better Collective,Executive Management,CEO North America; SVP Business Development,Business Unit Head,"Other: ""Business Development""",Marc Frank Pedersen,Denmark (predicted),N/A,N/A,Male,
Better Collective,Executive Management,CEO South America; SVP Group Media & Core Sites,Business Unit Head,"Other: ""Media & Core Sites""",Simon Hovmand-Stilling,Denmark (predicted),N/A,N/A,Male,
Better Collective,Executive Management,SVP People & Culture,Support Function,Human Resources,Camilla Wissing Bille,Denmark (predicted),N/A,N/A,Female,
Better Collective,Executive Management,SVP Acquisition Marketing,Support Function,Comms and Marketing,Gavin Moore,USA (predicted),N/A,N/A,Male,
